"Cap waktu","username telegram, with ""@""","name in game","upload screenshot your profil in game & telegram (optional)"
"2023/09/01 1:06:32 PM GMT+7","@OxZul","TheDark","https://drive.google.com/u/0/open?usp=forms_web&id=1gVl9zhCZ8WLfKVrfTf5kypkIUAQtqMtf"
